"Phi [deg]","dB(RealizedGainPhi) [] - Freq='3.607GHz' Theta='0deg'","dB(RealizedGainPhi) [] - Freq='4.682GHz' Theta='0deg'","dB(RealizedGainPhi) [] - Freq='5.5GHz' Theta='0deg'","dB(RealizedGainPhi) [] - Freq='6.5GHz' Theta='0deg'","dB(RealizedGainPhi) [] - Freq='7.644GHz' Theta='0deg'","dB(RealizedGainPhi) [] - Freq='8.925GHz' Theta='0deg'","dB(RealizedGainPhi) [] - Freq='9.531GHz' Theta='0deg'","dB(RealizedGainPhi) [] - Freq='10.5GHz' Theta='0deg'","dB(RealizedGainPhi) [] - Freq='11.824GHz' Theta='0deg'","dB(RealizedGainPhi) [] - Freq='13GHz' Theta='0deg'"
118,-5.49301345268016,-5.07680999044002,-5.17730046884532,-4.79107394880931,-4.03860733999999,-5.27459433288347,-5.03978056237992,-9.47262757950277,-3.58969392100898,-3.15773739363105
119,-5.21371810878493,-4.79768294686121,-4.88755523015791,-4.50867372464356,-3.75983916447487,-4.97395026378971,-4.74896659159093,-9.17588755015246,-3.31508382771717,-2.88709350172527
120,-4.94568945781206,-4.52980773266686,-4.60972457359196,-4.23773032912827,-3.49230199585641,-4.68584409246847,-4.47011489292145,-8.88961183462945,-3.05145614789829,-2.62694620178195
121,-4.68825277884527,-4.27251142506208,-4.34306988998853,-3.97755047401213,-3.23532485626349,-4.4094804992078,-4.20248367816506,-8.61336750104038,-2.7981637219844,-2.37671308232025
122,-4.44079810980332,-4.02518559174056,-4.08692539456836,-3.72750795092304,-2.98830102634868,-4.1441434841752,-3.94540418437147,-8.34673540675026,-2.55462072887303,-2.13586291939488
123,-4.20277229198063,-3.78727838248198,-3.84068893469958,-3.48703532334341,-2.75068017050638,-3.88918628656434,-3.69827148132242,-8.08931286838359,-2.32029524642168,-1.90391005545476
124,-3.97367220316303,-3.55828779992562,-3.60381420695777,-3.25561686950372,-2.52196163559306,-3.64402285131648,-3.46053668287654,-7.8407152024546,-2.09470290989729,-1.68040951086987
125,-3.7530389724932,-3.33775594478657,-3.37580413202083,-3.03278255687471,-2.3016887195072,-3.40812056830773,-3.23170031293121,-7.60057646266001,-1.87740147959788,-1.4649527202845
126,-3.54045301107346,-3.12526407108411,-3.15620518677962,-2.81810287253336,-2.08944374605009,-3.18099406403141,-3.01130662684251,-7.36854961206902,-1.66798616568508,-1.25716380324905
127,-3.33552972415379,-2.9204283184357,-2.94460253246541,-2.61118436764228,-1.88484381379705,-2.96219986872766,-2.79893872806505,-7.14430630404501,-1.46608558710132,-1.0566962929658
128,-3.13791579581226,-2.72289601325061,-2.74061580840691,-2.41166580094592,-1.68753711135307,-2.75133181556834,-2.59421435024705,-6.92753639847951,-1.27135826419287,-0.863230258946435
129,-2.94728595688296,-2.53234245029626,-2.54389548528856,-2.21921478726901,-1.49719971089938,-2.54801705507392,-2.39678219904809,-6.71794730522821,-1.08348956272818,-0.676469769333517
130,-2.76334016271265,-2.34846808177859,-2.3541196910172,-2.03352487378415,-1.31353276752299,-2.35191258904995,-2.20631876702837,-6.51526322115896,-0.902189021445138,-0.496140646934083
131,-2.58580112002526,-2.17099605365532,-2.17099143765576,-1.85431298025896,-1.13626006433271,-2.16270224520753,-2.02252555020705,-6.31922430850286,-0.727188006879813,-0.321988479937838
132,-2.41441211242166,-1.99967003905763,-1.99423619021123,-1.68131715032709,-0.965125853469603,-1.98009402720414,-1.84512660714669,-6.12958584844871,-0.558237648628791,-0.153776854085006
133,-2.24893508236118,-1.83425232694333,-1.82359972802332,-1.51429456960913,-0.799892951325967,-1.80381778581585,-1.67386641133489,-5.94611739382796,-0.395107015844179,0.00871422209467676
134,-2.08914893425878,-1.67452213083682,-1.65884625759027,-1.35301981366471,-0.640341052985262,-1.63362316587358,-1.50850795569479,-5.7686019373386,-0.237581502013036,0.165689723269305
135,-1.93484802889916,-1.52027408803518,-1.49975674227472,-1.19728329461895,-0.486265236392935,-1.46927779088613,-1.34883107464407,-5.59683510634658,-0.0854613902119925,0.317340865377038
136,-1.78584084395663,-1.37131692421347,-1.34612741975482,-1.04688988013016,-0.337474631299353,-1.31056565325733,-1.19463095453346,-5.43062439136235,0.0614394247293403,0.463846233737441
137,-1.64194877920797,-1.2274722621334,-1.19776848255718,-0.901657662355786,-0.193791231769811,-1.15728568294173,-1.04571680776136,-5.26978841243432,0.203294577203232,0.605372796695957
138,-1.50300508818366,-1.08857355629656,-1.0545029007126,-0.76141685788648,-0.0550488341785247,-1.00925047147266,-0.901910689562516,-5.11415622564797,0.340266252052706,0.742076818207014
139,-1.36885392064016,-0.954465138003244,-0.916165368657755,-0.626008822382743,0.0789079147882445,-0.866285131699615,-0.763046439551106,-4.96356667045871,0.472506100718079,0.87410468098282
140,-1.23934946244673,-0.825001357475185,-0.782601361080921,-0.495285165962877,0.208224373407775,-0.728226276413815,-0.628968732674098,-4.8178677575634,0.600156064906266,1.00159363031729
141,-1.11435516134093,-0.700045811549702,-0.653666284570115,-0.369106957337324,0.33303667492181,-0.594921101424871,-0.499532226393108,-4.67691609631459,0.723349118652372,1.12467244739574
142,-0.993743028578391,-0.579470647015581,-0.52922471374072,-0.247344006326731,0.453472422153614,-0.466226560657599,-0.374600792734039,-4.54057636021679,0.842209938175421,1.24346205978674
143,-0.877393007834759,-0.4631559309854,-0.40914970205665,-0.129874215791745,0.569651315313233,-0.342008622532893,-0.254046825383442,-4.40872078875227,0.956855507684051,1.35807609585451
144,-0.765192403850358,-0.350989080826174,-0.293322158862744,-0.0165829951844379,0.681685720440619,-0.222141598333265,-0.137750613316836,-4.28122872361757,1.06739566822679,1.468621389004
145,-0.657035364275033,-0.242864347131687,-0.181630285254982,0.0926372710612184,0.789681184978868,-0.106507534475315,-0.025599773555832,-4.15798617737507,1.17393361577506,1.57519843695717
146,-0.552822408997987,-0.138682344043435,-0.0739690623621738,0.197887706220664,0.893736906149644,0.0050043383460949,0.0825112633994415,-4.03888543251218,1.27656635395004,1.67790182064063
147,-0.45246000195766,-0.038349621933788,0.0297602135767809,0.299263380233575,0.993946157098989,0.112498105285383,0.18668172110327,-3.92382466893225,1.37538510613662,1.77682058672798
148,-0.355860161038517,0.058221721925952,0.129650354259384,0.396853709467729,1.0903966751752,0.216071622122957,0.287004902604406,-3.81270761796445,1.47047569115208,1.87203859741324
149,-0.262940102189534,0.151114398564412,0.225788664809487,0.490742821288966,1.18317101617687,0.315816929409848,0.383568578133352,-3.70544324106153,1.56191886613947,1.96363485058441
150,-0.173621914356433,0.240406251772351,0.318257295512289,0.581009886959287,1.27234687795579,0.411820630129811,0.476455338856897,-3.60194543144901,1.64979063992427,2.05168377321023
151,-0.0878322622166714,0.326170554829431,0.407133563147208,0.667729425973422,1.35799739636539,0.50416423453637,0.565742920069417,-3.50213273708976,1.73416255969829,2.13625549044155
152,-0.00550211405151094,0.408476282152796,0.492490244881933,0.750971584586028,1.44019141620316,0.592924475394833,0.651504496799376,-3.4059281034313,1.81510197356787,2.21741607265503
153,0.073433507609058,0.487388358224437,0.574395847351544,0.830802390969193,1.51899373949582,0.678173596487796,0.733808954468587,-3.31325863450565,1.89267227121875,2.2952277624264
154,0.149035754669262,0.562967885891812,0.652914853250732,0.907283989167199,1.59446535321495,0.759979616918498,0.812721136944616,-3.22405537105174,1.96693310469985,2.36974918320838
155,0.221362163347926,0.635272355905869,0.728107947507899,0.980474853776087,1.6666636382811,0.838406573462956,0.888302074066349,-3.13825308442748,2.03794059110936,2.44103553130117
156,0.290466846922894,0.704355839358453,0.80003222488297,1.05042998706571,1.73564256151268,0.913514742973779,0.960609190494637,-3.05579008517013,2.10574749877383,2.50913875253778
157,0.356400672827205,0.770269164502634,0.86874138063088,1.11720110007695,1.80145285199875,0.985360846620261,1.02969649753928,-2.97660804515096,2.17040341834092,2.57410770495952
158,0.419211425426803,0.833060079282328,0.934285885696884,1.18083677906375,1.86414216321756,1.05399823755761,1.09561476943677,-2.90065183235209,2.23195492005646,2.63598830862668
159,0.478943955670062,0.892773400758266,0.996713147754514,1.24138263850533,1.92375522208419,1.11947707344885,1.1584117053973,-2.82786935736971,2.29044569836353,2.69482368359313
160,0.535640318675254,0.94945115249386,1.05606765925932,1.29888146178612,1.98033396598758,1.18184447511309,1.21813207860096,-2.75821143081946,2.34591670484322,2.75065427697004
161,0.589339900212276,1.00313269085483,1.11239113356984,1.35337333052748,2.0339176687677,1.24114467244139,1.27481787320108,-2.69163163088582,2.39840627041174,2.80351797991143
162,0.640079532936623,1.05385482107857,1.16572263007859,1.40489574345396,2.08454305648611,1.29741913860355,1.32850841028307,-2.62808618031908,2.44795021759497,2.85345023527127
163,0.687893603146201,1.10165190388196,1.2160986691993,1.45348372558702,2.13224441375648,1.35070671346415,1.37924046363035,-2.56753383224011,2.49458196361784,2.90048413660744
164,0.732814148752998,1.1465559532981,1.2635533379703,1.49916992847791,2.17705368132297,1.40104371703305,1.42704836606219,-2.50993576416596,2.53833261497102,2.94465051914091
165,0.774870949091431,1.18859672636238,1.3081183869567,1.54198472211951,2.21900054550534,1.44846405369135,1.47196410703041,-2.45525547971796,2.57923105404984,2.98597804321823
166,0.814091607121771,1.22780180520497,1.34982331906452,1.58195627911168,2.25811252006575,1.49299930785927,1.51401742209235,-2.40345871751869,2.61730401839997,3.0244932707707
167,0.850501624529976,1.26419667204997,1.38869547081764,1.61911065159569,2.29441502099628,1.53467883170493,1.55323587481475,-2.35451336682615,2.65257617304936,3.06022073521415
168,0.884124470173604,1.29780477757008,1.42476008659183,1.65347184142097,2.32793143467413,1.57352982543215,1.58964493160627,-2.30838938949116,2.68507017635641,3.09318300518844
169,0.914981642276533,1.32864760299841,1.45804038624944,1.68506186395851,2.35868317978515,1.60957741063091,1.62326802992565,-2.26505874786017,2.71480673975916,3.12340074249467
170,0.943092724732487,1.35674471635687,1.48855762657157,1.71390080593208,2.38668976337376,1.64284469712402,1.65412664026544,-2.22449533827786,2.74180468176913,3.15089275455059
171,0.968475437838406,1.38211382312138,1.51633115684277,1.74000687759813,2.41196883133843,1.67335284369881,1.68224032226911,-2.1866749298747,2.76608097651583,3.17567604165044
172,0.991145683742653,1.40477081160841,1.5413784689043,1.76339645956869,2.43453621365604,1.70112111307127,1.70762677530059,-2.1515751083526,2.78765079711316,3.19776583928348
173,1.01111758686031,1.42472979333445,1.56371524195688,1.78408414453789,2.45440596458609,1.72616692139242,1.73030188374959,-2.11917522450795,2.80652755408706,3.21717565573643
174,1.0284035294769,1.44200313856944,1.58335538236089,1.80208277414142,2.47159039807452,1.74850588257201,1.75027975732336,-2.08945634725585,2.82272292907413,3.23391730517743
175,1.04301418273372,1.45660150727672,1.60031105865187,1.81740347114931,2.48610011854904,1.76815184766303,1.76757276654506,-2.06240122094194,2.83624690397298,3.24800093639398
176,1.05495853316093,1.46853387560564,1.61459273196076,1.83005566716534,2.49794404727132,1.78511693952034,1.78219157365073,-2.03799422674945,2.84710778570431,3.25943505733294
177,1.06424390489985,1.47780755807749,1.62620918200213,1.84004712598074,2.50712944438594,1.79941158291971,1.79414515905029,-2.01622134802908,2.85531222671123,3.26822655556845
178,1.07087597773173,1.4844282255823,1.63516752876846,1.84738396270589,2.51366192678268,1.81104453029707,1.80344084349299,-1.99707013939817,2.86086524130761,3.27438071480178
179,1.0748588010078,1.4883999192805,1.64147325004503,1.85207065878056,2.51754548186593,1.82002288324403,1.81008430605432,-1.98052969947301,2.86377021796033,3.2779012274765
180,1.0761948035533,1.48972506048252,1.64513019483736,1.85411007294132,2.51878247730297,1.82635210987188,1.81407959803833,-1.96659064711535,2.86402892756942,3.27879020357264
181,1.07488479959705,1.48840445655731,1.6461405927812,1.85350344820314,2.51737366680205,1.83003605813463,1.81542915286813,-1.95524510108961,2.86164152778916,3.27704817562386
182,1.07092799075749,1.48443730290077,1.64450505958422,1.85025041489163,2.51331819195007,1.83107696517997,1.81413379201567,-1.94648666304327,2.85660656341252,3.2726740999828
183,1.06432196409533,1.47782118097406,1.64022259852743,1.84434898974142,2.50661358011952,1.82947546277652,1.8101927270017,-1.94031040373677,2.84892096282102,3.26566535434091
184,1.0550626862228,1.46855205240184,1.63329059803434,1.83579557105625,2.49725573843376,1.82523057884524,1.80360355747617,-1.93671285246431,2.83858003048159,3.25601773149044
185,1.04314449343889,1.4566242490996,1.62370482529509,1.82458492990547,2.48523894375936,1.81833973510286,1.79436226536916,-1.93569198962007,2.82557743545126,3.24372542929715
186,1.02856007783918,1.4420304593788,1.61145941591249,1.81071019731122,2.47055582867339,1.80879874080528,1.78246320508202,-1.93724724237829,2.80990519583003,3.2287810368336
187,1.0113004693278,1.42476170995734,1.59654685951603,1.79416284735942,2.45319736333227,1.7966017825587,1.76789908966787,-1.94137948346872,2.79155365908028,3.21117551660291
188,0.991355013436815,1.40480734378076,1.57895798126876,1.774932676146,2.43315283314723,1.78174141014576,1.75066097292929,-1.94809103304243,2.77051147810928,3.19089818276304
189,0.968711344836165,1.38215499353724,1.55868191916973,1.7530077764473,2.41040981214812,1.76420851829339,1.73073822733951,-1.95738566363561,2.74676558298801,3.16793667524058
190,0.943355356392832,1.35679055072534,1.53570609703209,1.72837450798018,2.38495413189409,1.74399232428716,1.70811851767083,-1.96926860825283,2.7203011481553,3.14227692960113
191,0.915271163613393,1.32869813010868,1.51001619299279,1.70101746309244,2.35676984576417,1.72108034131505,1.68278777019004,-1.98374657160394,2.69110155493056,3.11390314252046
192,0.884441064277039,1.29786002936486,1.48159610338494,1.6709194276983,2.32583918843414,1.69545834739957,1.65473013725619,-2.00082774454286,2.65914834913098,3.08279773267599
193,0.850845493037966,1.26425668370778,1.45042790177636,1.63806133724525,2.29214253031775,1.66711034975305,1.62392795712914,-2.02052182177013,2.62442119355998,3.04894129685224
194,0.814462970745281,1.22786661523168,1.41649179295006,1.60242222746912,2.25565832671958,1.63601854436413,1.59036170876941,-2.04284002287533,2.5868978151019,3.01231256102581
195,0.775270048195701,1.18866637669259,1.37976606157067,1.56397917966155,2.21636306141382,1.60216327059595,1.55400996137917,-2.06779511681064,2.54655394612414,2.97288832616567
196,0.733241243998394,1.14663048940685,1.34022701524824,1.52270726013912,2.17423118432736,1.56552296054605,1.51484931840189,-2.09540144990171,2.50336325985056,2.93064340845167
197,0.688348976192373,1.10173137490757,1.29784892167421,1.47857945356535,2.12923504296656,1.52607408288587,1.47285435566224,-2.12567497751873,2.45729729932981,2.8855505735788
198,0.640563487214148,1.05393927995716,1.25260393946508,1.43156658973496,2.08134480718419,1.48379108086213,1.42799755328942,-2.15863329954692,2.4083253995778,2.83758046477661
199,0.589852761766433,1.00322219446743,1.20446204230631,1.38163726338437,2.03052838683616,1.43864630410437,1.38024922102454,-2.19429569981421,2.35641460242471,2.78670152413037
200,0.536182437087163,0.949545761827045,1.15339093594131,1.32875774654178,1.97675134182588,1.39060993384064,1.32957741646652,-2.23268318965225,2.30152956354353,2.73287990674466
201,0.479515705060901,0.892873181079227,1.09935596749839,1.27289189287491,1.91997678397697,1.33964990107757,1.27594785575957,-2.27381855578766,2.24363245107713,2.67607938723871
202,0.419813205551633,0.833165100329596,1.0423200265907,1.21400103343283,1.86016527011149,1.28573179725008,1.21932381616887,-2.31772641278137,2.18268283521549,2.61626125800673
203,0.35703291026548,0.770379500693638,0.982243437560206,1.15204386311013,1.79727468564072,1.22881877679014,1.15966602992848,-2.36443326025755,2.11863756800078,2.55338421861377
204,0.29112999637371,0.704471570015338,0.919083842165584,1.08697631708548,1.73126011789673,1.168871451002,1.09693256867602,-2.41396754518777,2.05145065255643,2.48740425562867
205,0.222056709038839,0.635393565501111,0.852796071934609,1.01875143640181,1.66207371834547,1.10584777256227,1.03107871771078,-2.46635972952314,1.98107310084467,2.41827451211833
206,0.149762211888639,0.563094664315352,0.783332009312921,0.947319221760241,1.5896645527237,1.03970290988651,0.962056839226008,-2.52164236349535,1.90745277895422,2.34594514594173
207,0.0741924243729744,0.487520801074281,0.710640436641887,0.872626474493533,1.51397843803225,0.970389110518673,0.889816223568492,-2.5798501649386,1.83053423880484,2.27036317588645
208,-0.00471015518547703,0.408614491051174,0.634666871886649,0.794616623564469,1.43495776519352,0.897855552603397,0.814302927470446,-2.64102010501782,1.75025853502522,2.19147231458225
209,-0.0870066421749131,0.326314637767021,0.555353389910158,0.713229537300151,1.35254130604178,0.82204818339414,0.735459598076033,-2.70519150078432,1.66656302561437,2.10921278700662
210,-0.172761975398656,0.240556323483135,0.472638427947356,0.628401318420063,1.2666640031563,0.742909543629139,0.653225281447194,-2.77240611501936,1.57938115483078,2.02352113326082
211,-0.262045145564597,0.151270580934286,0.386456573773875,0.540064080743474,1.1772567408689,0.660378576471127,0.567535214077744,-2.84270826386793,1.48864221656568,1.9343299941429
212,-0.35492944442738,0.0583841444383969,0.296738334882211,0.448145705765455,1.08424609557336,0.574390419553174,0.478320595768252,-2.91614493281111,1.39427109624296,1.84156787787145
213,-0.451492736681509,-0.0381808217111046,0.203409886772686,0.352569577068187,0.987554063233694,0.484876178499081,0.385508342014296,-2.99276590157438,1.29618798904527,1.74515890611915
214,-0.551817756966985,-0.138507019926892,0.106392798232143,0.253254290280023,0.887097761723734,0.391762680089695,0.289020813832885,-3.07262387862321,1.1943080919877,1.64502253729428
215,-0.655992434649845,-0.242682343739913,0.00560373120599414,0.150113336004551,0.782789105329059,0.294972203022374,0.188775522692518,-3.15577464595469,1.08854126704263,1.54107326475749
216,-0.764110249385026,-0.350800232942735,-0.0990458874362244,0.0430547528095103,0.674534448396529,0.194422183955602,0.0846848079156731,-3.24227721495667,0.978791672154729,1.43322028737595
217,-0.876270620865404,-0.462960062859837,-0.207650225292406,-0.0680192530165188,0.562234194719189,0.0900248962392501,-0.0233445164171184,-3.33219399417311,0.86495735656513,1.32136714949144
218,-0.992579336617197,-0.579267571595668,-0.320309438429575,-0.183212724670953,0.445782368786795,-0.0183129016025835,-0.135411548422625,-3.42559096988665,0.746929816380489,1.20541134700739
219,-1.11314902222955,-0.699835329637051,-0.437130103913158,-0.302636413246238,0.325066144503411,-0.130690350951995,-0.251621723039841,-3.52253790050743,0.624593505762787,1.08524389587393
220,-1.23809965901655,-0.824783256794921,-0.558225695317211,-0.426408282166601,0.199965326361486,-0.247212915496917,-0.372087278653052,-3.62310852583943,0.497825298467469,0.960748858761933
221,-1.36755915481952,-0.954239192177461,-0.683717106290292,-0.554654063159264,0.0703517773506309,-0.367992845213616,-0.496927770641745,-3.72738079238454,0.366493893703245,0.831802825154796
222,-1.50166397448332,-1.0883395237095,-0.813733227973163,-0.687507870059567,-0.0639112129487162,-0.493149686782299,-0.62627063748243,-3.8354370959371,0.230459159407423,0.698274339439363
223,-1.64055983750568,-1.22722988467468,-0.948411586905339,-0.825112877674874,-0.202969627604087,-0.622810845966449,-0.760251825838041,-3.94736454281913,0.089571405002034,0.560023270829162
224,-1.78440249149001,-1.3710659258835,-1.08789905104011,-0.967622074015786,-0.346979497553541,-0.757112208277039,-0.899016482017086,-4.06325523120784,-0.0563294255112744,0.416900118086471
225,-1.93335857136141,-1.52001417339447,-1.23235261263946,-1.11519909547592,-0.496107762796089,-0.896198825164667,-1.04271971829266,-4.1832065541094,-0.207414650680593,0.268745241003969
226,-2.08760655587548,-1.67425298327802,-1.38194025817526,-1.26801915604195,-0.65053323110711,-1.04022567406036,-1.19152746387344,-4.30732152563623,-0.363867851199596,0.115388009435963
227,-2.24733783480616,-1.83397360676128,-1.53684193696187,-1.42627008338988,-0.810447647697053,-1.18935850184996,-1.34561741185317,-4.43570913234453,-0.525885986202351,-0.0433541406963643
228,-2.4127579024066,-1.99938138128879,-1.69725064213894,-1.59015347682988,-0.976056891444378,-1.34377476285454,-1.50518007528001,-4.56848471148128,-0.6936806428587,-0.207676756598703
229,-2.58408769536903,-2.17069706565275,-1.86337361987405,-1.75988600457141,-1.14758231597143,-1.50366466414527,-1.67041996764145,-4.70577035806858,-0.867479438701442,-0.377789537042166
230,-2.76156509666297,-2.34815834048306,-2.03543372534067,-1.93570086078292,-1.32526225699177,-1.66923233310172,-1.84155692562726,-4.84769536281054,-1.04752759951137,-0.553917636294434
231,-2.94544663042151,-2.53202149915678,-2.21367094724453,-2.11784940652584,-1.5093537311563,-1.84069712459593,-2.0188275951034,-4.99439668283205,-1.23408973967514,-0.736303122386634
232,-3.13600937762543,-2.7225633587393,-2.3983441265431,-2.30660302299324,-1.70013435621399,-2.0182950881369,-2.20248710491728,-5.14601944723505,-1.42745187687929,-0.92520661162615
233,-3.33355314789048,-2.92008342609111,-2.58973289968019,-2.50225521075497,-1.89790452786987,-2.20228061884654,-2.39281095760326,-5.30271749936509,-1.62792371901866,-1.12090910489963
234,-3.53840294943851,-3.12490636100482,-2.78813990233703,-2.70512397513031,-2.10298989551015,-2.39292832039365,-2.59009717144689,-5.46465397749195,-1.8358412685465,-1.32371405562738
235,-3.75091180763389,-3.33738478648099,-2.99389327662792,-2.91555454566371,-2.31574418727992,-2.5905351131523,-2.79466871492738,-5.63200193528434,-2.05156979851731,-1.53394970437057
236,-3.97146399269496,-3.55790250640455,-3.20734953316188,-3.13392248734207,-2.53655244524279,-2.79542262709,-3.00687628258539,-5.80494500295143,-2.27550726571577,-1.75197172122938
237,-4.20047872986037,-3.78687820345659,-3.42889682986036,-3.36063727314409,-2.76583474404157,-3.00793992649627,-3.22710147123386,-5.98367808916368,-2.50808824010083,-1.97816620451039
238,-4.43841448108195,-4.02476970575851,-3.65895874239853,-3.5961464023837,-3.00405048229053,-3.22846662298124,-3.45576042763597,-6.16840812276238,-2.74978844708004,-2.21295309294121
